song,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,song_label,clusters_kmeans
Hoodoo,Muse,0.254,0.216,-9.713,0.0339,0.543,0.325,0.111,0.12,136.851,0EkE0ripJ9OFNzvZANzo5C,223426,R,1
If She Wants Me,Belle & Sebastian,0.56,0.683,-8.124,0.0342,0.287,3.53e-06,0.108,0.811,89.485,1Tw6kcnW7WSoAfe9LNHV2B,305400,R,7
Ticket To Heaven,3 Doors Down,0.574,0.841,-4.565,0.0301,0.00674,0.0,0.106,0.348,107.96,09FofPlGG8SGxccEuUHHJ5,207547,R,8
Skeleton Boy,Friendly Fires,0.618,0.915,-4.27,0.0575,0.00589,0.00117,0.0997,0.787,119.016,0O2UcLBP75ugJ8DxskP8gz,213640,R,7
Ghosts \'n\' Stuff (Original Instrumental Mix),Deadmau5,0.796,0.444,-5.571,0.146,3.15e-05,0.855,0.591,0.684,128.034,5jM49b87WZK91R9mWCTlRq,370677,R,3
Dá Fundo,GNR,0.509,0.895,-10.748,0.0503,0.352,3.66e-06,0.889,0.391,152.496,1X43Ve2BdJvQ9Od7BeTYWI,225800,R,2
A Little Bit Longer,Jonas Brothers,0.306,0.617,-4.812,0.033,0.0228,0.0,0.231,0.291,156.362,1C9CSFviMwp3kyZHmV09ed,205013,R,0
The Stallion,Ween,0.818,0.45,-9.899,0.0511,0.0337,4.55e-06,0.329,0.511,121.549,5LXJUSVg2qPLPG18lTIKhu,211000,R,7
Banana Ghost,Man Man,0.623,0.786,-6.151,0.0569,0.229,1.9e-05,0.154,0.964,112.887,7ex2RXdwYVbMTKDdCKAeWJ,174240,R,7
Rocks Off,The Rolling Stones,0.485,0.943,-4.423,0.0416,0.0639,0.179,0.144,0.889,141.982,42o3gy9e8dzBHvQE991ad8,271933,R,0
Champion Sound,Fatboy Slim,0.841,0.859,-7.727,0.0681,0.00675,0.0,0.384,0.86,100.011,1gqsY0lnqzHZU3dB3bk3Y1,201347,R,7
Me Name Jr. Gong,"Damian ""Jr. Gong"" Marley",0.812,0.656,-5.102,0.0788,0.134,0.0,0.0763,0.903,125.458,3RAjbhz2rNIAyujNyumABN,230693,R,7
Angel De Orión,Antonio Vega,0.642,0.666,-6.218,0.0313,0.62,0.00293,0.19,0.85,130.002,1EvZtQqTeCTfYGx5hq6d5Q,200480,R,7
Baby Now That I\'ve Found You,Alison Krauss / Union Station,0.466,0.574,-11.916,0.136,0.453,0.0,0.63,0.399,119.038,5mEg87rjYpBgddaMQqSQu1,302960,R,2
Latin America,Holy Fuck,0.558,0.875,-4.868,0.0346,0.0435,0.912,0.0818,0.401,105.729,3Ja7kHUs1CILzD1KJQ3VPv,289107,R,3
Misfit Love,Queens Of The Stone Age,0.557,0.995,-3.847,0.0583,0.0888,0.137,0.416,0.472,139.446,7lj6UtoorYeYsfMO6XbCrf,339867,R,0
Love To Hate You,Erasure,0.62,0.72,-11.575,0.0419,0.0199,0.0176,0.404,0.853,119.964,48hpDiomq25LOQGAiVbq77,236067,R,7
The Sweetest Thing,Camera Obscura,0.397,0.812,-4.428,0.0399,0.0476,1.62e-05,0.241,0.621,126.355,4ItIxgaequ7RJRpIo0VF0X,262867,R,8
Irreplaceable,Beyoncé,0.447,0.694,-4.637,0.382,0.0293,5.46e-06,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,227853,R,4
Sooner or Later,N.E.R.D.,0.422,0.701,-4.842,0.0439,0.0322,1.04e-05,0.114,0.48,79.379,4JMYfwYULOoWTaIW3CTvvT,401733,R,8
Seeds Of Night,The Cave Singers,0.598,0.244,-14.696,0.0284,0.51,0.161,0.0944,0.639,99.854,4HyqfurchBu0lcSd7UxpfP,299760,R,1
Rise To The Challenge,Asian Dub Foundation,0.454,0.932,-6.699,0.105,0.00563,0.00136,0.192,0.543,111.335,2L669NIr9G7EcS5ojymyWM,265000,R,8
Be With You,Akon,0.665,0.73,-7.524,0.106,0.0808,3.84e-05,0.0661,0.718,173.839,6XLAuIC4H6sQy9IP30yosM,231013,R,0
Tunneling Through the Guy,Man Man,0.42,0.787,-5.741,0.0775,0.63,0.00412,0.136,0.339,142.418,51YvNO0W0567DpA7dGoiaj,325507,R,0
He Needs Me,Nina Simone,0.436,0.0561,-19.922,0.046,0.919,0.0,0.181,0.189,103.882,2ixmMs7ozgTGOlIgJfyibD,149331,R,1
Every Time You Say Goodbye,Alison Krauss / Union Station,0.479,0.652,-9.869,0.0422,0.188,1.98e-05,0.947,0.78,107.161,6nbgtMncsVVZEXR3XloCaB,184893,R,2
Selfish Girl,Rihanna,0.724,0.643,-4.981,0.0837,0.0023,0.00714,0.0633,0.737,82.012,1lz9t9I3zArRacD2Pud76x,217173,R,7
Ya No Sos Igual,2 Minutos,0.312,0.912,-5.948,0.0885,0.000143,1.49e-05,0.331,0.438,126.697,1Hl0xWBosvStkcbsJJsSaE,187360,R,0
Drugs Or Me,Jimmy Eat World,0.43,0.493,-6.99,0.0308,0.000767,0.0101,0.321,0.0368,133.939,7sGP1e7sW2ErNMm8WcZuV2,385760,R,8
Long As I Can See The Light,Creedence Clearwater Revival,0.707,0.407,-7.045,0.0373,0.35,0.000253,0.0564,0.532,127.252,4Sk6QA0RoRqZ3Hg9TlAX4X,210867,R,7
Calling All Angels,Train,0.454,0.839,-5.368,0.0441,0.0746,0.0,0.279,0.529,166.166,0E29BKKGCJHcb7b9oIWgGB,242200,R,0
Jump Then Fall,Taylor Swift,0.572,0.69,-6.201,0.0358,0.0474,0.0,0.0897,0.624,160.111,2m3ObD945KvpE5y9A1eUWm,237580,R,0
Till It Gets Wet,Slightly Stoopid,0.632,0.803,-4.628,0.0441,0.124,7.92e-06,0.301,0.963,166.895,5dNxDjx7qpphsltttzHWVV,157760,R,7
All The Kings Horns,Sufjan Stevens,0.555,0.504,-11.294,0.0337,0.909,0.0277,0.149,0.56,122.564,72m7GdrVuHcnGMONOty6bV,179053,R,1
Do You Wanna,The Kooks,0.425,0.864,-4.951,0.0593,0.00139,1.71e-05,0.0901,0.769,138.222,0YY9bJCAk7eJliNKvlxGV4,245760,R,0
Guitarra y vos,Jorge Drexler,0.728,0.546,-7.405,0.189,0.488,0.000395,0.0982,0.64,70.995,0bsYD4JWWrUqXXUXDi8SYK,235067,R,4
Lonely Day,System of a Down,0.47,0.796,-3.277,0.0336,0.362,1.1e-06,0.133,0.215,113.108,1VNWaY3uNfoeWqb5U8x2QX,167907,R,8
Sulk,Billy Bragg,0.538,0.869,-5.62,0.0288,0.0486,3.18e-06,0.0953,0.749,117.753,23K0RL7RaIP4arQ0FjBmPq,228280,R,7
Welcome To Hollywood,Beyoncé feat. Jay-Z,0.807,0.784,-4.866,0.236,0.0118,0.000124,0.315,0.78,124.821,1ouHuqrpM2NlyOSoQqZvSP,198280,R,4
Greenback Dollar,Kingston Trio,0.7,0.322,-14.241,0.0774,0.864,0.0,0.123,0.847,143.505,0iSDA5x3Szznzb7JkM4dZN,172200,R,1
Fast Forward,Decadence,0.549,0.942,-4.94,0.0634,0.000256,0.262,0.0768,0.221,97.544,68eM9rdxTSeaGtuCO13CYm,217188,R,8
Lost And Found,Phoenix,0.624,0.699,-5.502,0.0297,0.158,7.44e-05,0.121,0.889,104.949,48vZNUF25E0Q35skL9QoZP,176187,R,7
Fall To Pieces,Velvet Revolver,0.464,0.887,-4.65,0.0499,0.000429,0.333,0.126,0.23,132.759,2amzrvbxYiq8AxGntIiw5V,271240,R,8
Over The Wall,Echo And The Bunnymen,0.498,0.875,-9.88,0.0334,0.000264,0.0877,0.0775,0.63,133.089,1hQ5YuTPXIho0kZGsFXpFC,366507,R,8
Cockney Thug,Rusko,0.664,0.762,-4.843,0.217,0.0454,7.61e-05,0.226,0.365,140.048,01fYzmjHLT81Cwvh8I3r9U,252333,R,4
Until You\'re Over Me,Maroon 5,0.814,0.798,-2.764,0.0596,0.0334,0.0,0.0697,0.927,140.003,4Mhatx7wvuAO3s8LvbzXXi,195253,R,7
Genie In A Bottle,Christina Aguilera,0.633,0.8,-6.945,0.166,0.209,0.000123,0.137,0.913,175.716,11mwFrKvLXCbcVGNxffGyP,217573,R,0
Skills To Pay The Bills,Beastie Boys,0.719,0.928,-9.261,0.0526,0.0101,0.665,0.347,0.707,95.955,40IeRufLQe3vruKtqYBM4m,194187,R,3
The Mass,Era,0.772,0.619,-8.092,0.0294,0.56,0.0423,0.105,0.338,109.753,2aE4cIKXiR4jFdxHK0n75M,220920,R,1
Whiskey Girl,Toby Keith,0.65,0.845,-5.272,0.0499,0.014,0.0,0.335,0.61,123.044,2CaxgnHBHuiOYIGIyvMbCl,239533,R,7
War Of My Life,John Mayer,0.763,0.428,-13.486,0.032,0.354,0.0889,0.106,0.474,117.938,1Jc3tGa11ITNgph0yewlqn,255120,R,1
Lulla,Tinariwen,0.319,0.761,-6.507,0.0704,0.0279,4.82e-05,0.105,0.714,129.749,10vdtnoftBXbzd0rsOvnfu,229867,R,0
Incredibad,The Lonely Island,0.695,0.981,-1.988,0.322,0.435,0.0,0.154,0.545,94.118,1Q5oxa2BjBTmJ7mI3E6umg,174187,R,4
Buzzin\',Shwayze,0.85,0.58,-8.156,0.0563,0.0171,1.41e-06,0.072,0.321,93.018,3wQaW4rEZe7AaDrlrX4eDy,212280,R,7
Let It Fall,Lykke Li,0.952,0.445,-8.085,0.0444,0.161,0.0014,0.0584,0.775,106.004,7jxNl5VKoUeN3CG9vtKcFw,162200,R,7
Break Out! Break Out!,All Time Low,0.352,0.862,-6.521,0.0585,4.24e-05,0.0,0.298,0.491,179.769,6b23XfrLswilUCsHQHPY1i,183573,R,0
Stranger Things,Local Natives,0.435,0.529,-8.008,0.0359,0.159,0.0773,0.0895,0.387,169.866,4DBM1MCVGJMUA9y2num2aL,345733,R,0
There She Goes_ My Beautiful World (Amsterdam),Nick Cave & The Bad Seeds,0.275,0.956,-4.495,0.0741,0.39,0.0,0.626,0.247,130.16,7uFUrJZZvbGn8Tlk3x7NzV,329987,R,2
The Carpal Tunnel Of Love,Fall Out Boy,0.466,0.941,-2.82,0.0497,0.00184,7.9e-06,0.34,0.599,140.765,6FAUi2Xm6RCF0wpwG8oXGZ,203840,R,0
Speed Of Life,Sugarland,0.51,0.884,-4.238,0.0737,0.0343,0.0,0.207,0.647,142.442,3kXPdCaM6ZnAb7xvK275OZ,247000,R,0
Super Freak,Rick James,0.838,0.794,-8.245,0.0531,0.22,0.0,0.0575,0.962,132.446,2dCmGcEOQrMQhMMS8Vj7Ca,205467,R,7
A Little More Country Than That,Easton Corbin,0.64,0.6,-8.534,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,7LrZ3SczM7zlUkVlhevPp2,172227,R,7
Speed,Yahel,0.696,0.895,-6.943,0.0536,0.00992,0.887,0.122,0.383,140.008,4EEy6euQ9884oj9iCWlvnG,384120,R,3
So Haunted,Cut Copy,0.562,0.934,-3.268,0.0299,0.0272,0.274,0.144,0.572,126.002,63MaRhpygmnQk38HQU1gse,266987,R,8
Bar Tacuba,Café Tacvba,0.573,0.864,-8.82,0.0353,0.00551,0.00457,0.103,0.927,161.926,6cfiIs1lqqwM6LPBCtj1h3,233173,R,7
Too Deep,Girl Talk,0.786,0.774,-6.245,0.291,0.03,0.0,0.239,0.757,89.969,3sTWGcvCD0u2aqTMuIE9cy,149333,R,4
Familiar Ground,Cinematic Orchestra,0.472,0.178,-13.836,0.0365,0.324,0.139,0.133,0.0802,125.966,4KbNjU82q7fX494OGIPg3Z,276093,R,1
Thunder Road,Bruce Springsteen,0.369,0.758,-5.871,0.0364,0.623,1.78e-05,0.531,0.663,140.71,56lhDZNQ5J47aog6mGKeGk,288720,R,2
Blue Blood,Foals,0.607,0.787,-7.698,0.043,0.125,0.0323,0.136,0.196,130.423,6lMwgZsRXzUjCZ8TJESk6b,316893,R,8
Alkime,Soulive,0.559,0.451,-10.616,0.0419,0.00325,0.087,0.0608,0.294,83.796,4ULkDsFqBYzyjOW11aMAWQ,419600,R,8
Noc...,Justyna Steczkowska,0.212,0.181,-17.915,0.0421,0.957,0.803,0.137,0.0481,81.763,3npNGByPxPYLekjScr9QlG,218333,R,5
Ex-Factor,Lauryn Hill,0.593,0.619,-9.003,0.0976,0.118,0.0,0.484,0.668,80.02,2VjXGuPVVxyhMgER3Uz2Fe,326533,R,2
Do You Hear The People Sing?,Les Misérables - 10th Anniversary Concert,0.49,0.361,-15.311,0.0447,0.878,0.0,0.641,0.577,87.716,6wHuCeb8uRzLjRtWSd8JGW,109733,R,1
Theme From Harry\'s Game,Clannad,0.205,0.255,-13.78,0.0341,0.952,0.0192,0.115,0.0377,68.685,2hcxPnu5RljXH0eMOtctuF,149027,R,1
Potential Breakup Song,Aly & AJ,0.572,0.89,-4.139,0.039,0.00082,0.00937,0.564,0.765,158.038,11dxtPJKR4E0wlSr0A0t47,219773,R,2
Hold You,ATB,0.695,0.945,-6.498,0.0314,0.0821,0.815,0.242,0.822,133.973,1cJI82e796WvHbE9iLHR8q,211960,R,3
Bodies Hit The Floor,Girl Talk,0.647,0.763,-9.043,0.321,0.0157,0.000703,0.258,0.514,179.93,6581a5OtGdwGWlAVmZdVKv,207320,R,4
Blindfold,Morcheeba,0.439,0.72,-8.42,0.044,0.00123,0.117,0.116,0.255,161.953,41icxwatoTAnedEnplc06k,276560,R,0
Good Girl Gone Bad,Rihanna,0.708,0.553,-6.319,0.0262,0.0335,0.0,0.101,0.589,94.977,6g1B0hd6rlT3xP3mERUnz8,213213,R,7
El Corrido De Julian,Comisarios de la Sierra,0.792,0.646,-2.987,0.137,0.18,0.0,0.0453,0.971,149.43,13HcRP5t0exjBQrSnNKkWo,147693,R,7
Girl Is On My Mind,The Black Keys,0.471,0.836,-6.516,0.12,0.543,0.00949,0.121,0.38,112.074,4KVYCdoWmDa4KS1OY6sgMa,208173,R,8
Q-Ball,Brotha Lynch Hung,0.337,0.248,-23.19,0.0522,0.154,0.0,0.163,0.196,90.043,0x1ddgUTzY8Z30ArcxcJb6,69933,R,1
Three Times A Lady,Commodores,0.39,0.0803,-20.518,0.0306,0.874,0.000639,0.127,0.184,150.503,4ztwMHfPZhPoruZdBbgriM,217427,R,1
Cherish The Day,Sade,0.68,0.389,-13.239,0.0545,0.0121,0.0834,0.105,0.68,80.145,22QiTJqDn1BIRSh4mkNJ5w,332133,R,7
All Apologies,Herbie Hancock,0.659,0.156,-16.395,0.0313,0.949,0.928,0.0838,0.208,107.325,3xA8CCfAh4d81VtPIZA9xK,308200,R,5
Blackbird,Sony Wonder,0.298,0.0641,-22.316,0.0348,0.98,0.941,0.213,0.0431,64.426,1MWrm2BfQuki4vt8AKyBOA,216067,R,5
To Know Him Is To Love Him,Amy Winehouse,0.479,0.196,-8.667,0.0476,0.934,0.000122,0.0827,0.366,170.407,1Nz1PPjU3ONNEgjg8Pkppg,145067,R,1
Playground Love,Air,0.33,0.423,-10.504,0.0279,0.265,0.731,0.347,0.117,143.086,052z2UsE2wPrHsBJ9tly0g,211500,R,3
Salt Skin,Ellie Goulding,0.495,0.861,-5.328,0.0482,0.113,0.00347,0.105,0.762,172.047,6yKpXsVosWRKb5mOsJDTpH,255960,R,0
For The Dishwasher,GRANDADDY,0.333,0.406,-10.915,0.0317,0.037,0.0541,0.137,0.0606,162.104,1vsqI5TIx3XlpmaqFDHLpB,233240,R,0
Sugar Sugar,The Archies,0.757,0.725,-7.259,0.0275,0.399,0.0,0.108,0.965,122.439,6MTd61g9zq6CB1FnJydjEb,167213,R,7
It Don\'t Matter,Donavon Frankenreiter,0.937,0.528,-6.305,0.0353,0.0952,1.1e-06,0.237,0.766,104.96,2UjGyCvayHjGihV3oLhD8a,186000,R,7
Bebot,Black Eyed Peas,0.701,0.51,-6.289,0.448,0.243,0.0,0.66,0.618,104.65,6Kgaa496HC0JNIFNboEQjU,210200,R,4
La Chabraque,Michèle Arnaud,0.47,0.171,-12.743,0.0627,0.925,3.71e-06,0.209,0.276,142.377,6Vgm5mqQxHTjiJxTeg42GM,213760,R,1
Accidental Babies,Damien Rice,0.402,0.113,-16.583,0.0384,0.936,0.0145,0.0928,0.181,128.539,1fOvW60gaeWtUCgjneOxnS,393867,R,1
Emotion,Daft Punk,0.344,0.613,-6.881,0.0369,0.000555,0.232,0.192,0.053,98.305,3PsJ6zisndTa3F9eOjBfCc,417320,R,8
No Llores Por Mi,Enrique Iglesias,0.544,0.592,-7.73,0.0259,0.0785,0.00029,0.131,0.311,133.971,1qZPQqoomnPzHKGjvn136r,251440,R,8
Where You\'ll Find Me Now,Neutral Milk Hotel,0.176,0.327,-16.0,0.0327,0.0454,0.0412,0.472,0.148,93.676,1c7ZaXMJKgOFXet5W59B8s,244067,R,1
April Showers,Sugarland,0.454,0.679,-4.534,0.0299,0.443,0.0,0.112,0.121,84.115,5EshbeEsnU2pEmLyWZHwqn,204133,R,8
I Gotta Feeling,Black Eyed Peas,0.744,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.966,2H1047e0oMSj10dgp7p2VG,289133,R,2
I Am The Highway,Audioslave,0.341,0.662,-5.023,0.0335,0.105,0.0,0.113,0.2,174.875,3bwAS8cN7Xtzvv5UurJOOX,334907,R,0
My Baby Left Me,Creedence Clearwater Revival,0.661,0.784,-7.056,0.0513,0.0171,3e-05,0.0358,0.966,118.751,3KvQK0HNBjID5vHjlcq6uG,138507,R,7
Song From A Secret Garden,Secret Garden,0.226,0.303,-10.866,0.0374,0.897,0.878,0.162,0.094,66.727,5pSxOv6lbvdz2fddSUPdSA,214787,R,5
My Saro Jane,The Grascals,0.489,0.786,-5.639,0.0399,0.293,3.75e-05,0.339,0.908,158.934,2FLVI0y7FnsA3K4ty8JRQT,151666,R,0
This Is Not A Test,She & Him,0.548,0.697,-4.798,0.0321,0.325,1.29e-06,0.0637,0.649,122.736,2hGayfbtMSCJRM3fk7VOYk,210667,R,7
Roulette Dares (The Haunt Of),The Mars Volta,0.2,0.923,-5.075,0.267,0.00577,0.00789,0.278,0.24,160.092,32Uk6r7BFqNfpUVOFuQZFk,450627,R,0
Flipside,Everything But The Girl,0.69,0.643,-12.669,0.0448,0.0394,0.139,0.0768,0.367,97.56,2O5bTbSqabaP1CS2JJPWS2,273467,R,8
Can\'t You See,The Marshall Tucker Band,0.539,0.732,-6.622,0.0349,0.0667,0.000499,0.145,0.306,164.055,7wuwHuxOTcmosCXDdXwh9H,358927,R,0
James Brown,Cage The Elephant,0.412,0.966,-3.007,0.0384,0.000502,0.0,0.225,0.736,143.09,2bQv3yAOjVFO7hcVpqyyVc,200680,R,0
Luvstruck,Southside Spinners,0.733,0.952,-8.691,0.0608,0.00561,0.804,0.321,0.499,138.034,2ar1AExas2azDSQbbeuhbL,272560,R,3
In The Closet,Michael Jackson,0.877,0.781,-3.775,0.0691,0.117,0.000746,0.149,0.606,110.494,5Fy40smNxk0j5OpFMtvfaU,390573,R,7
Alright Hear This,Beastie Boys,0.791,0.901,-8.115,0.27,0.14,0.000951,0.558,0.716,101.402,6wk5UGbiAMNaSuhy8Hb7Pr,186921,R,4
The Prime Time Of Your Life,Daft Punk,0.503,0.507,-7.243,0.181,4.51e-05,0.514,0.288,0.0987,128.606,2ABpuao3ZbTjP2cSiX9KZc,263240,R,3
Mud On The Tires,Brad Paisley,0.445,0.744,-7.978,0.0424,0.343,6.73e-05,0.167,0.48,185.199,4AQWKGBWTR7fVuUKxi5sKE,208267,R,0
Sing Me Spanish Techno,The New Pornographers,0.557,0.888,-3.852,0.0313,0.00905,0.0,0.354,0.699,129.058,15wfDoEoLTjAdD8ycliy4v,256600,R,0
Why!...,Enigma,0.58,0.637,-10.281,0.0434,0.206,0.139,0.128,0.304,81.981,0J0ZKb0gHNVIITfF8kZW4S,299373,R,8
Oh No,Andrew Bird,0.804,0.467,-10.345,0.042,0.554,0.00188,0.101,0.368,119.648,4BqwtA09d5FIHbdL3FZRxi,260760,R,1
Mama,Spice Girls,0.615,0.734,-9.328,0.0321,0.345,0.543,0.0963,0.811,95.848,3dNv3OuX6ol9si6PZ9KSAh,304960,R,3
Crazy Love,Brian McKnight,0.677,0.497,-8.312,0.0259,0.21,0.0,0.117,0.338,130.126,2eCbt6XUilxuWotHnydmsc,241933,R,8
That Was Just A Dream,Cut Copy,0.682,0.58,-10.417,0.0381,0.0282,0.429,0.51,0.339,118.818,6Ng7aSXUQpu0bUD02e7bLd,155493,R,2
Loucura,Mariza,0.583,0.214,-10.525,0.0421,0.79,1.1e-05,0.0982,0.441,116.406,6slx17BRYMWmKAd9CAP3n5,208707,R,1
Rapper\'s Delight,The Sugarhill Gang,0.905,0.692,-14.143,0.199,0.22,0.0,0.128,0.943,111.292,1FnxNtKli7rcB9IU4J8MEg,305413,R,4
These Four Walls,Miley Cyrus,0.529,0.753,-3.536,0.033,0.273,1.12e-06,0.0966,0.295,134.102,5CoJLGXIQpiQ6gY5EtWUvY,208133,R,8
Habalim,Voo Doo Phunk,0.534,0.372,-12.02,0.0599,0.0587,0.177,0.706,0.414,170.034,4T5F549pni9HJH6T52tNTV,241800,R,2
Voodoo Chile Blues,Jimi Hendrix,0.352,0.587,-12.272,0.101,0.0732,0.711,0.267,0.412,164.578,2z34AUAlDL5ZVjZpCNqwD1,528133,R,6
Ghost Town,The Specials,0.664,0.765,-9.454,0.0507,0.0493,0.333,0.113,0.907,73.676,6ewN9MaFbi78oDLT9wYDgn,219307,R,7
Heavy Soul ,The Black Keys,0.432,0.617,-3.125,0.049,0.53,0.00553,0.122,0.873,98.326,5BvuyYHjA98IxU0nQUGzZr,128893,R,7
Pass This On,The Knife,0.745,0.839,-5.895,0.0303,0.0272,0.000528,0.075,0.666,129.979,2irCiCNN2kheis3bdovtQO,228067,R,7
Ojalá,Silvio Rodríguez,0.526,0.235,-14.074,0.0991,0.907,4.44e-06,0.111,0.377,91.24,5sQGo3fB2NoFalyy4uZjiu,212482,R,1
Piggy,Nine Inch Nails,0.722,0.435,-14.354,0.0525,0.00895,0.397,0.142,0.629,131.87,2VXloiQwjYDVS4K7n8JIPU,264533,R,3
Another Great Divide,Split Enz,0.383,0.623,-10.192,0.0566,0.0338,0.0,0.0724,0.455,145.862,1xMOT7dKsH7ElknpBsnAjG,219880,R,0
Gold,Lamb,0.878,0.543,-11.289,0.359,0.133,0.0,0.623,0.917,154.984,0HcWgWVVpo8dIjW6Cpn4Vf,155063,R,4
Drain You,Nirvana,0.325,0.929,-5.625,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,5Ddlk6C2JVxb1SReZ6O1wk,223880,R,0
Plasticities (Remix),Andrew Bird,0.57,0.592,-10.407,0.0279,0.473,0.00242,0.144,0.687,146.914,2iqM3uTOoYqPGFBe6HQYak,232680,R,7
Range Life,Pavement,0.557,0.735,-9.43,0.0295,0.0405,1.31e-05,0.102,0.702,112.805,6jR6FMCEoWGdEpFVRlMZM7,294760,R,7
Like The Sea,Alicia Keys,0.743,0.629,-7.764,0.261,0.297,0.000182,0.153,0.615,132.036,3fnpMcMbhrep8wMIjKsNVS,253133,R,4
Who Do You Think You Are,Spice Girls,0.727,0.83,-6.658,0.0376,0.0226,0.00356,0.73,0.899,118.002,1jI1aLmm5HTwiMtvsbwDJw,240707,R,2
Love Like Winter,AFI,0.592,0.914,-4.753,0.0468,0.000259,0.000139,0.0452,0.524,120.032,3cDE9Yn4GrsxSrlMCLdmTT,165653,R,8
Through The Hosiery,Crystal Castles,0.662,0.902,-7.464,0.0346,0.001,0.418,0.327,0.737,120.01,6pGxDQNsAzAXSTM36XEG4U,186920,R,7
Bleeding Heart,Jimi Hendrix,0.505,0.617,-8.517,0.0479,0.637,0.00405,0.128,0.756,144.962,5QytK3mFNMckdsgVdCv5Lf,238307,R,7
Birthday,the bird and the bee,0.713,0.605,-8.046,0.0337,0.392,0.0976,0.0792,0.651,141.974,6Yj8cHs9Oi7QWX4LkRbZ0e,227747,R,7
Sabbath Bloody Sabbath,Black Sabbath,0.359,0.625,-9.643,0.0351,0.369,7.7e-05,0.0674,0.524,137.764,2bku1YWarHpKlxVC2FB9dH,346637,R,8
Samba Da Bencao,Bebel Gilberto,0.662,0.496,-9.711,0.0324,0.176,0.000163,0.104,0.569,80.68,1uVSJkagOwtgMmeexAp1hg,287267,R,7
Sleep Now In The Fire,Rage Against The Machine,0.426,0.929,-6.729,0.0701,0.00162,0.105,0.0789,0.539,127.059,1MQTmpYOZ6fcMQc56Hdo7T,205600,R,0
You Get What You Give,New Radicals,0.621,0.901,-5.396,0.0302,0.17,0.0,0.0875,0.744,113.967,1Cwsd5xI8CajJz795oy4XF,300773,R,7
Unknown Brother,The Black Keys,0.5,0.552,-7.888,0.0413,0.466,0.00221,0.108,0.209,83.81,0BQH5uHglCuHVImyCjOOHc,239693,R,1
Escapémonos,Marc Anthony;Jennifer Lopez,0.614,0.704,-5.298,0.035,0.194,1.04e-05,0.242,0.711,89.154,4oGs2MK6C35jMJhaT151yg,331293,R,7
Square One,Coldplay,0.451,0.679,-6.884,0.0319,0.00674,0.00136,0.164,0.0602,124.169,2zQIITgo6sc5ppOfPcH205,287635,R,8
Closer To Love,Mat Kearney,0.641,0.601,-8.51,0.0337,0.508,9.33e-06,0.121,0.553,104.984,09b5vch8cDyMN8vYA2lEwk,217560,R,7
What Goes On,The Velvet Underground,0.402,0.472,-9.484,0.0329,1.98e-05,0.483,0.0906,0.259,119.36,2GKxyUw8MQNvc0EP4016Yg,293813,R,3
Sticky Thread,Local Natives,0.557,0.648,-7.815,0.0293,0.01,0.501,0.0633,0.427,102.045,6pVGh8d37m2K0uRYsc3F6d,228813,R,3
Love It All,The Kooks,0.496,0.786,-5.945,0.0351,0.0151,0.0,0.0724,0.712,148.931,2ONHRgA0npvfRP2qqqMu4q,170773,R,0
Colors,Amos Lee,0.681,0.168,-13.397,0.0291,0.793,0.000134,0.109,0.29,128.615,72SPsHheqN6J3sI520jT9E,160453,R,1
Josie,Steely Dan,0.741,0.399,-11.207,0.0406,0.256,0.000359,0.0762,0.602,121.827,4i74K8KnsOQy8mC1cQ24NL,270760,R,7
These Days,3 Doors Down,0.587,0.826,-5.959,0.0339,0.000445,0.000326,0.243,0.416,126.002,4j7DWo8gn6tEVoZLpIh76r,219653,R,8
Secret Crowds,Angels and Airwaves,0.46,0.975,-4.673,0.0821,0.00636,0.0,0.259,0.662,154.08,0MhXc0ygpGgg9wFUkC9k6T,302800,R,0
Billie Jean,Chris Cornell,0.513,0.625,-4.822,0.0436,0.592,3.94e-05,0.12,0.408,137.863,7sZD8tOmfRUObogGX8VzfZ,281373,R,8
War,Chikita Violenta,0.402,0.855,-6.838,0.0699,0.0001,0.00373,0.115,0.252,136.153,38xaQlh9Who4XAWvLRUwtk,255920,R,8
All That She Wants,Ace of Base,0.798,0.625,-9.689,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,6kWJvPfC4DgUpRsXKNa9z9,211213,R,7
Lullaby,The Cure,0.718,0.557,-10.679,0.0328,0.185,0.707,0.055,0.586,94.095,4d4oXk7O2lEhZ83ivV93li,249880,R,3
Come A Little Closer,Dierks Bentley,0.579,0.57,-5.869,0.0227,0.0644,0.00636,0.105,0.368,80.028,6yFD0TSZvxydqGxLNDjZUO,281973,R,8
Gives You Hell,The All-American Rejects,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,6ihL9TjfRjadfEePzXXyVF,213107,R,7
Jambalaya (On The Bayou),The Meters,0.809,0.603,-8.624,0.0409,0.504,0.000124,0.0508,0.875,122.611,1TFMOBnJ822HW7xtmhI8mX,167000,R,7
Staple It Together,Jack Johnson,0.819,0.792,-6.068,0.0507,0.00665,0.0076,0.0783,0.78,94.037,7tmzwBMr53py6u2zD877P3,196147,R,7
