song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Smile Like You Mean It,The Killers,0.346,0.965,3,-4.255,0,0.146,0.000461,0.012,0.214,0.384,125.043,audio_features,3KANrKOFYyAxfjQJHkgBdb,spotify:track:3KANrKOFYyAxfjQJHkgBdb,https://api.spotify.com/v1/tracks/3KANrKOFYyAxfjQJHkgBdb,https://api.spotify.com/v1/audio-analysis/3KANrKOFYyAxfjQJHkgBdb,234107,4
I Should Be...,Dru Hill,0.383,0.749,1,-3.931,0,0.084,0.199,0,0.204,0.466,122.141,audio_features,7qZWCIgHBgjyuUBOnGnD9k,spotify:track:7qZWCIgHBgjyuUBOnGnD9k,https://api.spotify.com/v1/tracks/7qZWCIgHBgjyuUBOnGnD9k,https://api.spotify.com/v1/audio-analysis/7qZWCIgHBgjyuUBOnGnD9k,297627,4
Parks,Four Tet,0.421,0.441,9,-11.918,0,0.0436,0.716,0.474,0.227,0.199,85.986,audio_features,7KtsJ4OOAVHsssCPjam8mA,spotify:track:7KtsJ4OOAVHsssCPjam8mA,https://api.spotify.com/v1/tracks/7KtsJ4OOAVHsssCPjam8mA,https://api.spotify.com/v1/audio-analysis/7KtsJ4OOAVHsssCPjam8mA,363507,4
Bringing Us Down,Les Savy Fav,0.266,0.992,4,-5.22,1,0.121,0.00647,0.000125,0.151,0.381,170.831,audio_features,3RJKpPgeXv4u5tVNU9EZob,spotify:track:3RJKpPgeXv4u5tVNU9EZob,https://api.spotify.com/v1/tracks/3RJKpPgeXv4u5tVNU9EZob,https://api.spotify.com/v1/audio-analysis/3RJKpPgeXv4u5tVNU9EZob,184400,4
Nothing On But The Radio,Gary Allan,0.679,0.736,9,-5.954,1,0.026,0.0572,9.25e-06,0.139,0.664,109.444,audio_features,3SRuODYNV4j2ckkJ9Samju,spotify:track:3SRuODYNV4j2ckkJ9Samju,https://api.spotify.com/v1/tracks/3SRuODYNV4j2ckkJ9Samju,https://api.spotify.com/v1/audio-analysis/3SRuODYNV4j2ckkJ9Samju,212027,4
Once upon a time in the west,Ennio Morricone,0.123,0.214,2,-10.946,1,0.037,0.836,0.676,0.13,0.0451,90.408,audio_features,0c89GbbUO3degznx9eYrq0,spotify:track:0c89GbbUO3degznx9eYrq0,https://api.spotify.com/v1/tracks/0c89GbbUO3degznx9eYrq0,https://api.spotify.com/v1/audio-analysis/0c89GbbUO3degznx9eYrq0,223120,4
RoboCop,Kanye West,0.698,0.447,5,-8.04,0,0.102,0.157,0.00564,0.405,0.407,133.776,audio_features,02LAK7qT1wya0klSeNO96f,spotify:track:02LAK7qT1wya0klSeNO96f,https://api.spotify.com/v1/tracks/02LAK7qT1wya0klSeNO96f,https://api.spotify.com/v1/audio-analysis/02LAK7qT1wya0klSeNO96f,274360,4
A Good Heart,Feargal Sharkey,0.653,0.884,10,-10.224,1,0.0444,0.417,0,0.318,0.762,104.647,audio_features,4umQbcdBF3YVsNBvvnFLiX,spotify:track:4umQbcdBF3YVsNBvvnFLiX,https://api.spotify.com/v1/tracks/4umQbcdBF3YVsNBvvnFLiX,https://api.spotify.com/v1/audio-analysis/4umQbcdBF3YVsNBvvnFLiX,281800,4
Midnight In A Perfect World,DJ Shadow,0.664,0.644,7,-9.334,0,0.0352,0.531,0.661,0.251,0.646,79.526,audio_features,1z6zJqayfsAiiYtQ3minb7,spotify:track:1z6zJqayfsAiiYtQ3minb7,https://api.spotify.com/v1/tracks/1z6zJqayfsAiiYtQ3minb7,https://api.spotify.com/v1/audio-analysis/1z6zJqayfsAiiYtQ3minb7,298373,4
Half Alive,Secondhand Serenade,0.381,0.517,2,-4.367,1,0.0331,0.755,0,0.198,0.511,85.192,audio_features,6hGD5xABwomCU4579IM95c,spotify:track:6hGD5xABwomCU4579IM95c,https://api.spotify.com/v1/tracks/6hGD5xABwomCU4579IM95c,https://api.spotify.com/v1/audio-analysis/6hGD5xABwomCU4579IM95c,221480,4
Everything,Kaskade,0.65,0.944,11,-5.894,0,0.0353,0.000283,0.678,0.06,0.934,127.992,audio_features,0BQ2gVR90bx0Td1TNCgheA,spotify:track:0BQ2gVR90bx0Td1TNCgheA,https://api.spotify.com/v1/tracks/0BQ2gVR90bx0Td1TNCgheA,https://api.spotify.com/v1/audio-analysis/0BQ2gVR90bx0Td1TNCgheA,468307,4
Awake,Angels Of Light & Akron/Family,0.382,0.0365,2,-18.34,1,0.0367,0.961,0.0704,0.114,0.0398,128.321,audio_features,7dQHGCyBqtNJtOm6TvZT7i,spotify:track:7dQHGCyBqtNJtOm6TvZT7i,https://api.spotify.com/v1/tracks/7dQHGCyBqtNJtOm6TvZT7i,https://api.spotify.com/v1/audio-analysis/7dQHGCyBqtNJtOm6TvZT7i,150333,3
Aerodynamic (Slum Village Remix),Daft Punk,0.785,0.569,6,-6.198,0,0.176,0.031,0.178,0.138,0.768,94.801,audio_features,5rKOHcpjxzJUS3V36J8AxH,spotify:track:5rKOHcpjxzJUS3V36J8AxH,https://api.spotify.com/v1/tracks/5rKOHcpjxzJUS3V36J8AxH,https://api.spotify.com/v1/audio-analysis/5rKOHcpjxzJUS3V36J8AxH,217920,4
Bad Moon Rising,Creedence Clearwater Revival,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,audio_features,20OFwXhEXf12DzwXmaV7fj,spotify:track:20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/tracks/20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj,141600,4
Poison Lips,Vitalic,0.628,0.918,10,-5.08,0,0.0411,0.00032,0.66,0.103,0.508,126.32,audio_features,1NJ1jm3uNRrF4JZHpaX1CD,spotify:track:1NJ1jm3uNRrF4JZHpaX1CD,https://api.spotify.com/v1/tracks/1NJ1jm3uNRrF4JZHpaX1CD,https://api.spotify.com/v1/audio-analysis/1NJ1jm3uNRrF4JZHpaX1CD,234240,4
Bratislava,Beirut,0.468,0.966,2,-4.274,1,0.156,0.857,0.808,0.243,0.0602,112.512,audio_features,4NABQID0BEq2OvRgkXUgoH,spotify:track:4NABQID0BEq2OvRgkXUgoH,https://api.spotify.com/v1/tracks/4NABQID0BEq2OvRgkXUgoH,https://api.spotify.com/v1/audio-analysis/4NABQID0BEq2OvRgkXUgoH,197333,4
La Raya,Maldita Nerea,0.633,0.723,11,-8.136,1,0.0314,0.228,0,0.176,0.717,88.015,audio_features,3fLrbz2LmsXUGzjcMJdS6y,spotify:track:3fLrbz2LmsXUGzjcMJdS6y,https://api.spotify.com/v1/tracks/3fLrbz2LmsXUGzjcMJdS6y,https://api.spotify.com/v1/audio-analysis/3fLrbz2LmsXUGzjcMJdS6y,243133,4
Miss Sarajevo,U2,0.502,0.454,4,-7.774,1,0.0333,0.424,0,0.986,0.0728,102.0,audio_features,0qeCBSjI2DE44VWT4lew2G,spotify:track:0qeCBSjI2DE44VWT4lew2G,https://api.spotify.com/v1/tracks/0qeCBSjI2DE44VWT4lew2G,https://api.spotify.com/v1/audio-analysis/0qeCBSjI2DE44VWT4lew2G,421240,4
Dímelo,Enrique Iglesias,0.783,0.737,8,-4.432,1,0.0413,0.0608,0,0.0382,0.849,114.994,audio_features,2z0z5ddJS3K7qvhp4PH0Aa,spotify:track:2z0z5ddJS3K7qvhp4PH0Aa,https://api.spotify.com/v1/tracks/2z0z5ddJS3K7qvhp4PH0Aa,https://api.spotify.com/v1/audio-analysis/2z0z5ddJS3K7qvhp4PH0Aa,217933,4
Music Box,Eminem,0.635,0.712,4,-5.151,0,0.11,0.0131,0,0.187,0.458,78.598,audio_features,1PokNDiTBQZgXci6rn2BVE,spotify:track:1PokNDiTBQZgXci6rn2BVE,https://api.spotify.com/v1/tracks/1PokNDiTBQZgXci6rn2BVE,https://api.spotify.com/v1/audio-analysis/1PokNDiTBQZgXci6rn2BVE,304907,4
Who Is Watching,Armin van Buuren feat. Nadia Ali,0.525,0.673,5,-11.036,1,0.0281,0.000254,0.13,0.114,0.259,134.002,audio_features,74Xe15bvWQsgfX7oVwZ9Tw,spotify:track:74Xe15bvWQsgfX7oVwZ9Tw,https://api.spotify.com/v1/tracks/74Xe15bvWQsgfX7oVwZ9Tw,https://api.spotify.com/v1/audio-analysis/74Xe15bvWQsgfX7oVwZ9Tw,222544,4
Cyborg,M83,0.505,0.752,4,-4.847,0,0.0415,0.00253,0.0488,0.103,0.0555,119.924,audio_features,2zHLZdGaOnk7A6CdZaVA1R,spotify:track:2zHLZdGaOnk7A6CdZaVA1R,https://api.spotify.com/v1/tracks/2zHLZdGaOnk7A6CdZaVA1R,https://api.spotify.com/v1/audio-analysis/2zHLZdGaOnk7A6CdZaVA1R,228133,4
Schießt die Deutschen raus,Mario Lang,0.507,0.675,3,-5.776,1,0.0419,0.0403,0,0.14,0.633,162.093,audio_features,4tNqWPQWWCpyCev7ocI8zF,spotify:track:4tNqWPQWWCpyCev7ocI8zF,https://api.spotify.com/v1/tracks/4tNqWPQWWCpyCev7ocI8zF,https://api.spotify.com/v1/audio-analysis/4tNqWPQWWCpyCev7ocI8zF,148053,4
Não Posso Viver Sem Ela,Cartola,0.661,0.579,0,-12.395,1,0.0458,0.857,0,0.212,0.935,109.053,audio_features,3Rl8rmkBsV46WxSEKLgM2z,spotify:track:3Rl8rmkBsV46WxSEKLgM2z,https://api.spotify.com/v1/tracks/3Rl8rmkBsV46WxSEKLgM2z,https://api.spotify.com/v1/audio-analysis/3Rl8rmkBsV46WxSEKLgM2z,163067,4
Mas Vale Cholo,Molotov,0.753,0.719,1,-5.172,1,0.0782,0.00575,0,0.209,0.881,122.799,audio_features,3390Ama7VNT2nqEKy2jcoB,spotify:track:3390Ama7VNT2nqEKy2jcoB,https://api.spotify.com/v1/tracks/3390Ama7VNT2nqEKy2jcoB,https://api.spotify.com/v1/audio-analysis/3390Ama7VNT2nqEKy2jcoB,285307,4
Sic Of Elephants,Andrew Bird,0.434,0.339,0,-14.847,1,0.0479,0.866,0.17,0.104,0.0615,149.54,audio_features,2WwSXuJhHJNTQ4joolfx9E,spotify:track:2WwSXuJhHJNTQ4joolfx9E,https://api.spotify.com/v1/tracks/2WwSXuJhHJNTQ4joolfx9E,https://api.spotify.com/v1/audio-analysis/2WwSXuJhHJNTQ4joolfx9E,285800,4
Waiting For A Dream,Rufus Wainwright,0.491,0.52,6,-7.014,0,0.0291,0.152,1.71e-05,0.729,0.073,130.031,audio_features,48dZAhXiy4vVWQvzK52EWh,spotify:track:48dZAhXiy4vVWQvzK52EWh,https://api.spotify.com/v1/tracks/48dZAhXiy4vVWQvzK52EWh,https://api.spotify.com/v1/audio-analysis/48dZAhXiy4vVWQvzK52EWh,254133,4
Parklife,Blur,0.628,0.89,4,-6.094,1,0.0675,0.121,0,0.281,0.722,138.787,audio_features,7FSzJQV6thyoQptFCUTV9c,spotify:track:7FSzJQV6thyoQptFCUTV9c,https://api.spotify.com/v1/tracks/7FSzJQV6thyoQptFCUTV9c,https://api.spotify.com/v1/audio-analysis/7FSzJQV6thyoQptFCUTV9c,185093,4
Caught Up In You,38 Special,0.425,0.681,1,-8.604,0,0.0316,0.0229,0.000219,0.0543,0.933,131.011,audio_features,3jYRpwbctfqB77uU7T7K3U,spotify:track:3jYRpwbctfqB77uU7T7K3U,https://api.spotify.com/v1/tracks/3jYRpwbctfqB77uU7T7K3U,https://api.spotify.com/v1/audio-analysis/3jYRpwbctfqB77uU7T7K3U,279333,4
Around The World / Harder Better Faster Stronger,Daft Punk,0.629,0.787,5,-8.399,0,0.0646,0.00152,0.359,0.209,0.581,125.998,audio_features,5RByQFt9Mlo8hDYJ921tCv,spotify:track:5RByQFt9Mlo8hDYJ921tCv,https://api.spotify.com/v1/tracks/5RByQFt9Mlo8hDYJ921tCv,https://api.spotify.com/v1/audio-analysis/5RByQFt9Mlo8hDYJ921tCv,342627,4
Lunático,Gotan Project,0.747,0.56,3,-8.054,1,0.0441,0.00994,0.0493,0.227,0.542,117.94,audio_features,5AxAe9pUuKfrF2wmrs79As,spotify:track:5AxAe9pUuKfrF2wmrs79As,https://api.spotify.com/v1/tracks/5AxAe9pUuKfrF2wmrs79As,https://api.spotify.com/v1/audio-analysis/5AxAe9pUuKfrF2wmrs79As,179613,4
Walk This Way,Aerosmith,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,audio_features,5SZ6zX4rOrEQferfFC2MfP,spotify:track:5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/audio-analysis/5SZ6zX4rOrEQferfFC2MfP,220400,4
Le Soir,Line Renaud,0.399,0.138,7,-13.108,0,0.0436,0.957,0.00145,0.35,0.299,84.251,audio_features,5wydZZhLB8O6F9ez4gLjwK,spotify:track:5wydZZhLB8O6F9ez4gLjwK,https://api.spotify.com/v1/tracks/5wydZZhLB8O6F9ez4gLjwK,https://api.spotify.com/v1/audio-analysis/5wydZZhLB8O6F9ez4gLjwK,174080,4
Control,Narco,0.575,0.857,2,-4.923,1,0.0493,0.00197,0.00126,0.0987,0.656,90.017,audio_features,6jzcdyJMTIE3fDKQR6HVKL,spotify:track:6jzcdyJMTIE3fDKQR6HVKL,https://api.spotify.com/v1/tracks/6jzcdyJMTIE3fDKQR6HVKL,https://api.spotify.com/v1/audio-analysis/6jzcdyJMTIE3fDKQR6HVKL,243600,4
Wrapped Up In Books,Belle & Sebastian,0.505,0.77,0,-7.597,1,0.0313,0.0896,8.99e-06,0.079,0.844,148.399,audio_features,14TIka80BMTELhMHk1sIdH,spotify:track:14TIka80BMTELhMHk1sIdH,https://api.spotify.com/v1/tracks/14TIka80BMTELhMHk1sIdH,https://api.spotify.com/v1/audio-analysis/14TIka80BMTELhMHk1sIdH,214373,4
Down Boy,Yeah Yeah Yeahs,0.635,0.804,0,-5.609,1,0.0337,0.114,0.189,0.109,0.433,80.236,audio_features,3rJKyc4VZJtIVXHoNnZA4d,spotify:track:3rJKyc4VZJtIVXHoNnZA4d,https://api.spotify.com/v1/tracks/3rJKyc4VZJtIVXHoNnZA4d,https://api.spotify.com/v1/audio-analysis/3rJKyc4VZJtIVXHoNnZA4d,232933,4
Without You,Hinder,0.415,0.816,3,-3.831,1,0.0333,0.0299,2.09e-05,0.129,0.264,136.017,audio_features,4xNfsvj9mOVnMTvHZZ8HNk,spotify:track:4xNfsvj9mOVnMTvHZZ8HNk,https://api.spotify.com/v1/tracks/4xNfsvj9mOVnMTvHZZ8HNk,https://api.spotify.com/v1/audio-analysis/4xNfsvj9mOVnMTvHZZ8HNk,232267,4
It All Dies Anyway,The Gits,0.403,0.955,7,-5.799,1,0.186,0.00233,0,0.294,0.414,130.536,audio_features,7ouzdq5YN0xF61ag7XVmRn,spotify:track:7ouzdq5YN0xF61ag7XVmRn,https://api.spotify.com/v1/tracks/7ouzdq5YN0xF61ag7XVmRn,https://api.spotify.com/v1/audio-analysis/7ouzdq5YN0xF61ag7XVmRn,247640,4
Black Betty,Spiderbait,0.562,0.865,7,-6.476,0,0.0922,2.06e-05,0.591,0.219,0.35,124.047,audio_features,7uSsHbBFFAnkRQR1rDwP3L,spotify:track:7uSsHbBFFAnkRQR1rDwP3L,https://api.spotify.com/v1/tracks/7uSsHbBFFAnkRQR1rDwP3L,https://api.spotify.com/v1/audio-analysis/7uSsHbBFFAnkRQR1rDwP3L,205973,4
Mourning Air,Portishead,0.439,0.508,0,-8.234,0,0.0313,0.25,0.18,0.123,0.0582,141.985,audio_features,4AJyCdViXryL9E98MkWPzp,spotify:track:4AJyCdViXryL9E98MkWPzp,https://api.spotify.com/v1/tracks/4AJyCdViXryL9E98MkWPzp,https://api.spotify.com/v1/audio-analysis/4AJyCdViXryL9E98MkWPzp,252227,4
No Way Down,Air France,0.562,0.731,7,-5.317,1,0.0341,0.378,0.0022,0.623,0.521,134.954,audio_features,5TYEy4UdERzhK4VsJIjvxj,spotify:track:5TYEy4UdERzhK4VsJIjvxj,https://api.spotify.com/v1/tracks/5TYEy4UdERzhK4VsJIjvxj,https://api.spotify.com/v1/audio-analysis/5TYEy4UdERzhK4VsJIjvxj,242747,4
Te Lastimé,Superlitio,0.777,0.48,0,-9.194,1,0.0288,0.0394,4.04e-06,0.273,0.511,101.981,audio_features,29ewalVPcrRF03aTtWvD9z,spotify:track:29ewalVPcrRF03aTtWvD9z,https://api.spotify.com/v1/tracks/29ewalVPcrRF03aTtWvD9z,https://api.spotify.com/v1/audio-analysis/29ewalVPcrRF03aTtWvD9z,226880,4
After Hours,We Are Scientists,0.392,0.981,1,-4.564,0,0.0799,2.9e-05,0.0422,0.174,0.335,160.047,audio_features,6BnioVUjZdsTeYliZcnNW8,spotify:track:6BnioVUjZdsTeYliZcnNW8,https://api.spotify.com/v1/tracks/6BnioVUjZdsTeYliZcnNW8,https://api.spotify.com/v1/audio-analysis/6BnioVUjZdsTeYliZcnNW8,232014,4
Mockingbird,Eminem,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
Sometimes It\'s A Bitch,Stevie Nicks,0.674,0.651,9,-7.305,1,0.0413,0.0987,4.02e-05,0.15,0.341,119.926,audio_features,0BMD6HPm0gS1pSTi5ZpHrR,spotify:track:0BMD6HPm0gS1pSTi5ZpHrR,https://api.spotify.com/v1/tracks/0BMD6HPm0gS1pSTi5ZpHrR,https://api.spotify.com/v1/audio-analysis/0BMD6HPm0gS1pSTi5ZpHrR,278373,4
Love Buzz,Nirvana,0.479,0.865,5,-8.281,0,0.0339,3.1e-05,0.228,0.182,0.77,137.902,audio_features,5muVpPu8Fj9fXfDbbqDdrZ,spotify:track:5muVpPu8Fj9fXfDbbqDdrZ,https://api.spotify.com/v1/tracks/5muVpPu8Fj9fXfDbbqDdrZ,https://api.spotify.com/v1/audio-analysis/5muVpPu8Fj9fXfDbbqDdrZ,215203,4
Blood On The Ground,Incubus,0.484,0.791,7,-6.887,1,0.0705,0.00455,0.0844,0.08,0.407,162.163,audio_features,55oCxTjsEydILFRdZ9nWaW,spotify:track:55oCxTjsEydILFRdZ9nWaW,https://api.spotify.com/v1/tracks/55oCxTjsEydILFRdZ9nWaW,https://api.spotify.com/v1/audio-analysis/55oCxTjsEydILFRdZ9nWaW,273333,4
Ricordati Di Noi,Valerio Scanu,0.347,0.661,8,-4.331,1,0.0474,0.732,0,0.374,0.309,140.882,audio_features,2O7duTvIDRkUaDugJBIMYG,spotify:track:2O7duTvIDRkUaDugJBIMYG,https://api.spotify.com/v1/tracks/2O7duTvIDRkUaDugJBIMYG,https://api.spotify.com/v1/audio-analysis/2O7duTvIDRkUaDugJBIMYG,149000,4
Show Me,John Legend,0.633,0.444,5,-9.05,1,0.0255,0.76,6.41e-05,0.137,0.237,94.086,audio_features,1wvWU8XdhyGrQamm8CTkvU,spotify:track:1wvWU8XdhyGrQamm8CTkvU,https://api.spotify.com/v1/tracks/1wvWU8XdhyGrQamm8CTkvU,https://api.spotify.com/v1/audio-analysis/1wvWU8XdhyGrQamm8CTkvU,298467,4
Kid,Amos Lee,0.47,0.351,7,-10.826,0,0.0265,0.8,0,0.129,0.298,85.23,audio_features,1R1wu7qKEC6PeDYVfx3pgp,spotify:track:1R1wu7qKEC6PeDYVfx3pgp,https://api.spotify.com/v1/tracks/1R1wu7qKEC6PeDYVfx3pgp,https://api.spotify.com/v1/audio-analysis/1R1wu7qKEC6PeDYVfx3pgp,191133,4
Intuition,Keri Hilson,0.6,0.501,6,-6.174,0,0.0305,0.0389,0.0132,0.759,0.566,131.547,audio_features,72KaOF3SGNhpxrFDWp8uhO,spotify:track:72KaOF3SGNhpxrFDWp8uhO,https://api.spotify.com/v1/tracks/72KaOF3SGNhpxrFDWp8uhO,https://api.spotify.com/v1/audio-analysis/72KaOF3SGNhpxrFDWp8uhO,251653,4
Who Let You Go?,The Killers,0.414,0.797,8,-4.12,1,0.0477,0.016,0,0.134,0.457,170.001,audio_features,2Ij4TNS0XKn05hXTEMcO4w,spotify:track:2Ij4TNS0XKn05hXTEMcO4w,https://api.spotify.com/v1/tracks/2Ij4TNS0XKn05hXTEMcO4w,https://api.spotify.com/v1/audio-analysis/2Ij4TNS0XKn05hXTEMcO4w,222907,4
See You Again,Miley Cyrus,0.692,0.911,9,-5.098,0,0.177,0.015,7.71e-05,0.112,0.8,138.975,audio_features,3AjyOYxBv8bByfBtG5o9dP,spotify:track:3AjyOYxBv8bByfBtG5o9dP,https://api.spotify.com/v1/tracks/3AjyOYxBv8bByfBtG5o9dP,https://api.spotify.com/v1/audio-analysis/3AjyOYxBv8bByfBtG5o9dP,190453,4
Chinese,Lily Allen,0.541,0.925,7,-6.585,0,0.0843,0.141,0,0.134,0.357,143.011,audio_features,7un1IR03D5E8HQjjYEaSEh,spotify:track:7un1IR03D5E8HQjjYEaSEh,https://api.spotify.com/v1/tracks/7un1IR03D5E8HQjjYEaSEh,https://api.spotify.com/v1/audio-analysis/7un1IR03D5E8HQjjYEaSEh,208213,4
Love Street,The Doors,0.709,0.305,9,-14.809,0,0.0397,0.687,0,0.265,0.483,118.821,audio_features,5Q2Im8o4RthlAMkvUMYwGj,spotify:track:5Q2Im8o4RthlAMkvUMYwGj,https://api.spotify.com/v1/tracks/5Q2Im8o4RthlAMkvUMYwGj,https://api.spotify.com/v1/audio-analysis/5Q2Im8o4RthlAMkvUMYwGj,169533,4
Como Los Olivos,Bebe,0.774,0.834,5,-4.325,1,0.0829,0.631,0,0.0633,0.768,112.056,audio_features,3T51j4GNNYuhD4waHOVoOF,spotify:track:3T51j4GNNYuhD4waHOVoOF,https://api.spotify.com/v1/tracks/3T51j4GNNYuhD4waHOVoOF,https://api.spotify.com/v1/audio-analysis/3T51j4GNNYuhD4waHOVoOF,236480,4
Son Of Dragon,Liquid People,0.743,0.793,10,-7.756,0,0.0428,0.000107,0.932,0.0591,0.615,126.541,audio_features,3O6ixdH6rJJmHXyBuepXWR,spotify:track:3O6ixdH6rJJmHXyBuepXWR,https://api.spotify.com/v1/tracks/3O6ixdH6rJJmHXyBuepXWR,https://api.spotify.com/v1/audio-analysis/3O6ixdH6rJJmHXyBuepXWR,476933,4
Try Sleeping With A Broken Heart,Alicia Keys,0.496,0.821,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,audio_features,1yK9LISg5uBOOW5bT2Wm0i,spotify:track:1yK9LISg5uBOOW5bT2Wm0i,https://api.spotify.com/v1/tracks/1yK9LISg5uBOOW5bT2Wm0i,https://api.spotify.com/v1/audio-analysis/1yK9LISg5uBOOW5bT2Wm0i,249013,5
The Disconnect,Tycho,0.678,0.569,9,-11.647,0,0.0347,0.271,0.941,0.172,0.27,120.012,audio_features,0nYyav3G7b2y7RCmC7jo1r,spotify:track:0nYyav3G7b2y7RCmC7jo1r,https://api.spotify.com/v1/tracks/0nYyav3G7b2y7RCmC7jo1r,https://api.spotify.com/v1/audio-analysis/0nYyav3G7b2y7RCmC7jo1r,371533,4
Wishing Wells,Ligeia,0.286,0.885,9,-5.224,0,0.121,2.92e-05,0,0.427,0.244,139.232,audio_features,3vBZzAVlz2dNcDhhAezkYu,spotify:track:3vBZzAVlz2dNcDhhAezkYu,https://api.spotify.com/v1/tracks/3vBZzAVlz2dNcDhhAezkYu,https://api.spotify.com/v1/audio-analysis/3vBZzAVlz2dNcDhhAezkYu,322453,4
Must Be Dreaming,Frou Frou,0.596,0.823,9,-6.89,0,0.0476,0.295,1.96e-05,0.102,0.534,147.976,audio_features,6rT1BTeBQvUW7U9JuuGTWv,spotify:track:6rT1BTeBQvUW7U9JuuGTWv,https://api.spotify.com/v1/tracks/6rT1BTeBQvUW7U9JuuGTWv,https://api.spotify.com/v1/audio-analysis/6rT1BTeBQvUW7U9JuuGTWv,241933,4
Happy?,Mudvayne,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,audio_features,0INUE1K7cEiE8VH63Rv5RJ,spotify:track:0INUE1K7cEiE8VH63Rv5RJ,https://api.spotify.com/v1/tracks/0INUE1K7cEiE8VH63Rv5RJ,https://api.spotify.com/v1/audio-analysis/0INUE1K7cEiE8VH63Rv5RJ,216427,4
Imanol,Platero Y Tu,0.25,0.54,0,-11.017,1,0.0304,0.00819,7.84e-06,0.329,0.527,184.903,audio_features,5bTmIbJi8VXakMNNEG4vPO,spotify:track:5bTmIbJi8VXakMNNEG4vPO,https://api.spotify.com/v1/tracks/5bTmIbJi8VXakMNNEG4vPO,https://api.spotify.com/v1/audio-analysis/5bTmIbJi8VXakMNNEG4vPO,133627,3
My Wife,Beirut,0.597,0.497,7,-7.696,1,0.0316,0.594,0.00864,0.235,0.523,140.068,audio_features,6j64oZBWxYPNJ4RLJnSbVt,spotify:track:6j64oZBWxYPNJ4RLJnSbVt,https://api.spotify.com/v1/tracks/6j64oZBWxYPNJ4RLJnSbVt,https://api.spotify.com/v1/audio-analysis/6j64oZBWxYPNJ4RLJnSbVt,193427,4
I\'m Just A Man,Jason Aldean,0.679,0.748,5,-4.025,1,0.0259,0.144,3.4e-06,0.154,0.723,103.066,audio_features,0SUEomEoBOJIsSar9hmo10,spotify:track:0SUEomEoBOJIsSar9hmo10,https://api.spotify.com/v1/tracks/0SUEomEoBOJIsSar9hmo10,https://api.spotify.com/v1/audio-analysis/0SUEomEoBOJIsSar9hmo10,197573,4
A Million Ways,Ok Go,0.641,0.745,4,-4.469,0,0.0397,0.00041,0.287,0.108,0.539,130.005,audio_features,0n49fCjNGsbtNOE6cuWk79,spotify:track:0n49fCjNGsbtNOE6cuWk79,https://api.spotify.com/v1/tracks/0n49fCjNGsbtNOE6cuWk79,https://api.spotify.com/v1/audio-analysis/0n49fCjNGsbtNOE6cuWk79,193133,4
Ring My Bell,Anita Ward,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,audio_features,7GK2KVYH8FrTC9zehmjVMd,spotify:track:7GK2KVYH8FrTC9zehmjVMd,https://api.spotify.com/v1/tracks/7GK2KVYH8FrTC9zehmjVMd,https://api.spotify.com/v1/audio-analysis/7GK2KVYH8FrTC9zehmjVMd,491933,4
Honestly Ok,Dido,0.607,0.595,7,-9.237,0,0.0542,0.161,0.0188,0.184,0.581,180.982,audio_features,4bNKvePgcSeo9eQM2yIbVE,spotify:track:4bNKvePgcSeo9eQM2yIbVE,https://api.spotify.com/v1/tracks/4bNKvePgcSeo9eQM2yIbVE,https://api.spotify.com/v1/audio-analysis/4bNKvePgcSeo9eQM2yIbVE,278773,4
Peacebone,Animal Collective,0.592,0.948,4,-3.982,1,0.0716,0.185,0.000228,0.276,0.569,162.898,audio_features,3bTyUD39OY8Xu4yOTom383,spotify:track:3bTyUD39OY8Xu4yOTom383,https://api.spotify.com/v1/tracks/3bTyUD39OY8Xu4yOTom383,https://api.spotify.com/v1/audio-analysis/3bTyUD39OY8Xu4yOTom383,313171,3
Lifespan Of A Fly,the bird and the bee,0.667,0.143,2,-14.784,1,0.0338,0.918,0.000273,0.123,0.204,101.058,audio_features,6yqDQLja1QfCoOqm0VQ9rK,spotify:track:6yqDQLja1QfCoOqm0VQ9rK,https://api.spotify.com/v1/tracks/6yqDQLja1QfCoOqm0VQ9rK,https://api.spotify.com/v1/audio-analysis/6yqDQLja1QfCoOqm0VQ9rK,194173,4
